customer_id,total_transactions,total_transaction_amount
ef8ac744e256441588fba9417a997376,26,79.04
cadd7084f71e45faac25ea898e03fabc,26,78.51
dca32060a7e24be1b37988f7c0a646d0,26,77.15
e61ba43fd8bf4b18b97af08e1ae53fc7,26,64.7
5da599f0f0ca40a6916e28487a55e655,25,411.74
2ddc7d63c32d4606a7a45e3e70439b44,25,362.69
b9c2811b721840d7a4b38bcad4c938e0,25,313.85
91aef7566d8c4965aa29687a05a9ab25,25,231.66
9f02136155d04f028d932f1aa2220f9e,25,218.93
cc3c53d1212c42d99bcb4a1f016239e3,25,197.51
cf7e4e33c98e4a2489846d97d46cb84e,25,190.12
ae1a36f874a34dd6acaf8e286814a715,25,187.54
b008527a63914a51bf97fc0b800e7fe1,25,185.41
aabc003ec0b84f2d848ee244f226a3ac,25,175.51
a3d2267a2d1f4eaabd6869c07b03cdf6,25,174.94
1a2c6fd57fad4250b35c1b0903ed34ea,25,174.06
afd07f7a88424108bb0a30f66920eadc,25,147.12
196707e58dd34889905f2c4c3089ed5a,25,110.83
c93ee60998104077a11ba66a92c6d8d4,25,103.6
3a3359289baf4fea995a0e9bb2972198,25,102.75999999999999
469b32f79f5f4c9ca6f05ddabc6ba6e0,25,101.83
b4d6477e15ca4b1086638089882177b7,25,101.08
bdcf61ddb5c1438ca582b718e4a2eee4,25,97.15
77388a70eaf14433b4efc5d01fa947bf,25,93.88
51b0f831aa104090be06c964881db04a,25,92.36
f917c5071d1140ed9d6d3d1f32d711e2,25,91.87
c8ce9be8d4bd457180ff2a8d4d977073,25,83.95
8e719931317d485da04f40c8547e0b7a,25,82.95
4c4367386def4953b29bf9248de2d950,25,82.33
96a2c9f3b1ab4b2cb48d65f03f0a9ff4,25,81.95
acd96146258741999a42ce74856bc119,25,78.49000000000001
fc69570a2ba74e92b1bf03cc30b1c66a,25,75.81
c7a6bf2558554bf5954ed506eb3968f1,25,75.3
6563b069be9741189ad1ebed59ed1b4c,25,74.4
9d972fbd7faf433ebbb70d8ac7200ecb,25,73.64
187dbd09f0f24bdc8c3089dfeed3f847,25,72.59
5ed6fe9d9589427e8838b278d61732fe,25,71.74
45cd1a36dae04428a949857ede724b06,25,71.32
d9fe5747442946ce86bb5f0c03bf1e2b,25,68.89
f422c808ac4d47d1a65f78bab1c6ebff,25,68.31
5be985879764422ebc1142e867d1bfb0,25,62.73
7a96cdb7ae6047f7ad042e8f97e66ae0,25,61.6
b23fd66b4bd4463b8382ff9007f7f861,25,61.49
4f3aab9a035e4e73b8b6842031ccddb4,25,59.68
bf5e5a7d926e4cbfb2da22f8f7d5c18c,25,51.89
2a06fdb4f40749cb8830973a99e9672a,25,49.87
fc97abd51e2d4c1ab6f42676aba3583d,25,42.5
562b9efc809b4bd897ce0381347aaea2,24,408.79
f5205b328b564bf0a55952a8dc19ce6a,24,395.59
6e92f1561dab4dc180245974f546f5b5,24,361.62
ac8bd2bd4d0544d88c041608aff94763,24,360.1
cb576b0ddc484c00afd56feb4fb63900,24,349.58
de938b5f2be14afe96fbf02398907c2c,24,332.53000000000003
1ef140951a044165a8ef3e3e26ec0f16,24,317.13
f13fe67a7ce64cfbb0e8a747000265c7,24,304.71
0e6d0e08329c4d0c90987d234f0983d2,24,301.1
a6fce370a2ce4df995fc4899bfeb3b6a,24,241.12
af69a507aefd4ecdbc4c33b0ec4dfe61,24,187.9
21f58f38b6ac4f67acd2959072adaa7c,24,187.15
b0f6c2cc5d2a4412be80e74e76bd1226,24,165.3
d57bd2200e7b44c6b16892f1ca75f2c9,24,100.67
c382ccba648a45b0bb55f3465df838aa,24,91.76
5271c540bcec404eace3f82088f3a197,24,89.21000000000001
fbf945cf7c8d443ca2bbef68fdf3b248,24,88.83
bf1b561379e04f6cb6c21901805c3c95,24,87.72
92a01881553f458daa00d6b726dc78d3,24,86.45
1261cf51692541a5bdf39f0aa36b65f7,24,84.75
4d98b7f2489241ce83e363f6862b0961,24,83.26
b73d1b7b243e40a6ac9c3125a8015300,24,82.63
e88f50ba90a44deaa3df2b72b0a3e1f7,24,81.31
3e71633fb9fa489ba6396c1e72807eed,24,80.55
3a1c0ab4be6740a19085d3d9c9685845,24,78.05
417c8e42cba54dd0ba1ea7ee079ef87a,24,74.71000000000001
ff992fbec53145bbae59a68d025e0458,24,73.91
7e7598e16a454124bf675d37b1a2c265,24,70.0
34fd8ac2a1414a1eace74ed3245517fe,24,69.67
e0780fee1ddf45f98fcc65beb58966a1,24,62.47
093f0c09cc7242228edbb0e52ca14af6,24,61.16
c9c8f400a644462fa21759d49445bff1,24,59.4
536ab076982d4b10aea44b4a4624ebe9,24,49.4
e296bfe8daed4c889800d3765c2d5d75,24,46.98
b1552ad9c27d49d49e8a30eaf6cb79b0,24,38.34
91b4ec7019ad47538ba7a3b82f1119af,23,468.07
089d00cfd1fc45258ce97ebd2e4779f8,23,408.1
f130699fa7934e2ebbfa0a3f976d645c,23,405.54
022f5553a0704b53ba26f2d23cb1234d,23,371.91
fcc43e232f794e639bc3185272353566,23,338.33
6b247ba48509456eb57b24f878f313ea,23,298.8
d02c8f94e7b7461da70b6e622ad87488,23,298.56
3eaf1550d25f450e93faeb5a4ab744c1,23,274.56
13aaa1bfcbaa4ae092d311e6beeba695,23,263.36
60e738bee5ae4f92b437b863736c0cea,23,251.01
5b4235d326004522b491b98b0eb2ef40,23,237.32
19626bf0c0ab416492d1ac3af4d7e06a,23,233.0
055640cd12d04eb4b8a51ec67d451fc7,23,213.23
759ec3a510e84d9598cf238f719dbda5,23,206.94
9b9bd320b3b34859abfee2109a0b4831,23,204.07
82b13a64bcba4a59a11d5323f9e04134,23,203.8
1f9b6e1cebeb48dcb6cd5965b408c989,23,188.95
d3120674fcdd484eb43f38efb9605657,23,188.29
db5a707ab9fb4c68aec1560d03b4991d,23,182.82
c58726d95ba8447ba01036e9d50da94c,23,179.75
a62806d8820745379742e5799b9566cf,23,177.88
1bfcd756898445fbb1cf02cbe082b89e,23,169.94
14b8e91e01a348198b6f4fb0f28d9ab1,23,168.89000000000001
2436d6f5405d4684adbe768aa7d12001,23,166.04999999999998
6139c5f6837844ea81a3fa72fdd7152f,23,165.93
2c5dca26dcf54b7b9f39275548c84832,23,158.69
07dc543bf5d24eb9893c1a3f199f275f,23,158.5
3f9ea03fd3194ef288a1afb4affb926d,23,152.44
760fe67c2f7f4a67b6e10fe5c8d129e3,23,150.18
9fdd832da9314bddbc5eb1b0aad221bb,23,149.66
540c7c9167ee422d9c9e8291dc62bd37,23,129.71
ce41b96c7ef1426b929b4f6c494cd5bd,23,128.60999999999999
ff35495df493403388a7373862bcf2d5,23,113.12
8fbc24ca2c8a4f16873fbdfe6b29f5e9,23,104.86
9bd021eefb3647d3b18ddb27cf44217c,23,101.35
a159f8df69374de387f82fdeae9f27e8,23,93.34
772e849945e24482b88b25800fa17f55,23,92.48
738943cdecfd4534853c159569fa9e49,23,86.65
b6fc6275ba344389964515ce3a8fe7fe,23,84.81
2bf411e1c0af461b919ef8f703551ee3,23,81.97
d5ed498cb6b24ccf9dfc714d7a7a017c,23,80.02
f6596a81170849ba8a6e7a57a7df858f,23,78.37
a800c29fef434787846f1816f0aec941,23,77.68
06de851506d44f9f803058b8e01d4392,23,77.58
b509c1c707b7455fa6e8e39bd232e9c3,23,77.36
39df77129bb648a4a7de07edea1df461,23,75.14
115ef694cb0b4dd99dbfeebd15cd3b0f,23,74.67
7584bd98a6a5473496c723a31e5898b0,23,74.22
3d4ceca8f12848a28c346e9067470b05,23,73.09
5328aad35dd747da9dd21c31b137069c,23,71.82
2b45d1b9f77440538af83122e3d14a6c,23,70.29
b8b20565b580442cae83bb0933f9c145,23,67.17
4e10162162e04db9a8762949c7239d04,23,66.05
7e5b86cde767403b85683543c5183817,23,65.23
b0896a4a051242609400176f10cdb4c3,23,62.910000000000004
edcddc3f57f34f09a049559d2606cf6b,23,62.16
9f13816eb7654cfd8a5a5fded2b92416,23,60.79
54b33c0fc40448338ef24516672bd472,23,59.449999999999996
b29fe4d821824aa5b7eb865fe2c33a03,23,57.690000000000005
c57f72e84af04b689370ae51f9c0b723,23,56.23
5b5449454f7842e3b0e8993012278079,23,45.51
46889a6766494b97aafbf9d75505e45a,23,44.81
eb001c00e27546f296d35627290e0b5e,23,42.8
3964c9d017984279866a8496b9cd2156,23,39.58
97b938182cbd48e2b02c859dc8e7838c,23,32.96
25cbf4fb784e463a99bf0c24588c0aba,22,835.05
80bc3a67e3ff43c491da0f3cd28bc3fa,22,787.39
2119673616e04d3eb001c92dee19ddc5,22,783.0899999999999
a53129ef372e44e7af6cbc0a0ec11c26,22,474.36
c06cbc22ae8d4ce39d8c2cdee4272ace,22,460.52
45da79fb1a6040c0864e788ddce7af10,22,414.24
b284e507f8b5453ba2aa40afb7ad565f,22,402.51
2eb00c21064745de9a81539ded506dca,22,380.58
9d761dd3dffa40b584ea9e0030d7083e,22,378.3
53426d80b1f7435284264b934478a750,22,377.84
7248fc98eb6c4b1fb0f1a2cec6ba2f93,22,350.63
2e046f3450bf4307881be2258ad81fcc,22,345.61
dc8ec6bd92fd4a519b1a4dbd645e7c8c,22,344.77
e3b6fba0f8f54dd4b06f045dcbff29bd,22,310.56
9b0e7b326e314b758369c2f794566eb3,22,308.01
5bfda10afe2846a6980b72988b28d144,22,307.28
86d03d35d7e0434b935e7743e83be3a0,22,299.87
08eb126ad33f447ca3ad076482445c05,22,290.07
87c14d061aad41638bc2d153158b008f,22,280.67
f2e883824e7642cd9c5618dbc9769508,22,277.46
84333d7042914c2b97fa9f9b0a1a4e4b,22,276.62
716a961d2afb4c1d8307522a8cbb4f07,22,275.61
3a506f9fe2c04048829ef0fc3fa49cc8,22,254.47
67150b0ac62b4762b327de7242ede92e,22,239.9
478f3d690f8640e8b017e13a794936a0,22,239.8
9c7b048269ec4afd9205201a8e386c22,22,224.46
7f63df7e34f0450f81bdb65c3ab57295,22,210.39999999999998
8926b53cd61d466db79a40b007183a46,22,206.43
129c8e3d44f34dde917a5715428cbbb8,22,192.01
050cdb2d5b4b4bb3b1c612e17e0e8c1b,22,189.28
f3845db4f3ba4afb8e82417d42199f24,22,185.69
a8a855535d7f42858f15975dbd444310,22,179.03
cf0ee2e478b7446c9c07a63c35508464,22,177.82999999999998
e943d191bfc44591a7bad20cc1548190,22,172.41
49c35bb44a394433a1216dd757cda867,22,162.46
3dc0ff03f78948c7b0c9db474bde3485,22,152.28
85bed66eecbf4340af74bbf0a363e1e0,22,148.57999999999998
ec09bad002ba40f1b327714e29cd50fd,22,146.65
d1bd7a6be57a496eaecbc77b1119b3b2,22,139.92
316f9251e7564cc095ba1654556b9315,22,137.61
8dde4b781285452389601b43a0ff09b0,22,108.55
cc3a69551fd3464eac2ce0310e010398,22,106.32
8957e167deef47f1aa157fb7a9891379,22,106.23
1d26d16100774ea88008e8c26eb655cf,22,103.46000000000001
cbe1a04c53d9467eb6afaf7e96cf8124,22,100.94
3318abd380904f28a05d90a5514a2375,22,98.28
1edf0aed2dcf4efc93a419a7535d5744,22,97.85
9101b26c40b14569a605714740c8b355,22,93.09
b063b99c5a96415f9837a54ba030d735,22,92.64
70a8ee36b52648268a2b81ce05d48ffb,22,89.46000000000001
b8bb067cf8074d1597e9b842cce65161,22,88.25
9e2ba3d151564f86900754e6036febba,22,87.74
68012cc999eb42fda88b5f9b54603d9c,22,86.56
e77728c47c86418b834a692685ab15ff,22,86.11
da92e3a709964e70a1bdf0375ac3e80a,22,85.17
cec6feb9507e4fb3b152745e779d5660,22,84.18
090787edb9ca42a7ac812641fe2ab118,22,81.05
dc2b465941b64c7dad3c60e77cac200a,22,80.8
d911d7d5361f4d0d9ccbdc88bd8ca970,22,80.69
4b2a9054c3024ff5be7b0b7196159b62,22,79.29
def4837ebbf546ffb3a7966edc8fdba8,22,77.98
a0a549da5ddc437ea7e45b22545d5c24,22,77.46
a4f3350b08934d41a80e526317842b40,22,76.27
6eaa05f587bb47d4aaec6b8adf978501,22,76.2
4f3c4f6ad9b6482c9f427491d509576c,22,75.93
5ad59daa0d6b41f0a0c115443c1d8828,22,74.96000000000001
fecbe60af0f24875892cde695980a61e,22,72.48
09ccb706f86c4d1ca7a35d054caa9fb5,22,72.12
fb2473731d2047ceb4ec69e6ccacbb32,22,71.99000000000001
e2b96c1ccb164d4495e1e0b96a924074,22,71.64
3baff2dcedd0478697886626a163903d,22,71.58
d72ef64c48ad45f180f0470b3938b974,22,71.27
9c48c9b259b042f2b7cebe52df7fc36b,22,71.03
31784f1dcba14dc58d35b97e664b1544,22,70.7
7f59f46597664378baf74b05de3a0e9e,22,70.23
819820580bb040c690d702555dde04dc,22,68.14
7b864e6e295f4b4b8da46f9f43ef673e,22,68.1
d674b3444fa74d15a61baa3c882f4c20,22,67.36
feca5113ed4f47268bcde4c176c6dd9f,22,66.97
b440267d0f8c4c028141e12b03ded83d,22,64.95
83377d650e4246fa96240dcdfe44e3be,22,64.52
1cb38fd0d87f416ebb598072f22a7c66,22,64.34
917c54dadd014c42bc06a2317d98b8bf,22,64.27
ed8997acdfb743058eac25c251c50da0,22,63.72
f71522835c6048529970751ced78ea79,22,63.09
e907946cc01e4e11b814b1ab946755a0,22,63.08
b6008b910a914fe89ccbd9f05154cdda,22,61.65
3ebc60e3aaaa41039128482c7296da53,22,60.92
23d67a23296a485781e69c109a10a1cf,22,59.91
b79b26728dff48cf9e07ec7cc4b74d66,22,59.33
8f96205fd4b5417f8ad3771926ce0c79,22,58.74
0fa9cb0814914f778995e061d4460e1a,22,56.18
b1f46c32073f44fea1483fe394856408,22,54.88
752ee2a844b24237b8742d27aa2db775,22,53.78
1e9bab3a7f2c4ea1ab799bebbc978859,22,50.25
9f0578a74c7b46249401d04deee59203,22,48.61
26873f30a4b740e1b1831fc5e76d2fd3,22,48.53
03cc530b458e4fb180c222777916e9b5,22,48.24
bcd2bd48a6dc4e2d982cf1d466d88dc8,22,46.83
f6d366a92c93407cb6030f3c7b212284,22,46.410000000000004
832b8ef69ffa4cf8ab3777df62f0233d,22,38.59
472443e4fc37453eb4942f85a6ff65f6,22,36.52
22a945be84664ab59b5bff02429bf462,21,1040.98
12b2135de4d041a4a1d6a090d8977dc1,21,809.46
8e0c1ffebf2a47d281210fabbd41d56a,21,770.62
50957b9a771f4e5d9df530c13a1184f1,21,592.43
b834c0ff6f2f4a08a39b2122a6a45f7e,21,386.37
66e876e1037346e281c43081d92310ad,21,368.0
b0f1c849756f434281f2fccdc302ee81,21,361.91
fee2d799672d4f81bfa3237207290f79,21,361.49
894d620373384c5f8c25e28d15de7959,21,352.17
bc7438e795114d7c8902b160ba26c907,21,335.38
4405bf5b70f44eb9b6ee3ab6a713f0cd,21,335.36
1fa42955dab44401b9f5c9a6c637e82e,21,334.52
1a79f623402a4e53908e254531e04f26,21,331.67
0b5e0b7de9bb42d9bc4a728be1626509,21,330.65999999999997
da7bf9d84fd74a72bdee595007bcca7a,21,323.78
270c6126f02b4419a443f7b0e0c4d276,21,313.64
a0c805c115194eb9ae7bca089b5b9f58,21,308.59
be2b393781594f4da055ef99b4d95e48,21,304.61
c7271506fe0e40f69f01666994b1dcf5,21,295.47
fb28844eb6c544139eebc3974b4ee74a,21,291.05
41354aa288d14c75b25b41f5781a0a90,21,283.51
8ecb286416264dd8bc91cb58d209224e,21,277.28
c8bd3632ce7b4f8f8ea2c10a8bd2c25c,21,261.02
69d75d7a2d354401b851152b857c063d,21,250.73
7b943337ec0547bd8967e111d1b794d4,21,247.76
23e9ff13012844d2b66bed7c0195469b,21,243.72
e08f5946ac204395ba4b6168505eccbc,21,239.96
27e24d4d58c0473894035e6e0a74849e,21,226.05
62c45627e26048fc9a0aadc842c91cd9,21,185.9
60d0b2ba8ea3482f894c634b80801631,21,184.28
96ae94b7eb5e404bbe7a5fe07a7d7035,21,183.75
cc960175c81742beaaa1b7d57362e1a0,21,182.01
e547bf7c37f74e108ff0ec9b834463c6,21,177.43
70e9b529f05c4cd09ae347f9537307df,21,175.31
3d48ea8b03644af2aeddd6804491f144,21,170.18
2abf5b9e31404a1aacb919cf7ce3d1a3,21,169.65
3587049edaf84b8f963ecdbb65beb24e,21,162.81
9871954394374da0b9ba43f7b591bb98,21,160.98
3bac1d9011f041f299f828a72b16a16a,21,158.0
26de843918834f53b73844559b4b90f2,21,155.85
23277625ebb9416582f62f328a6a5a8b,21,155.76
15cc0c4a2c2949e588cba43fae8fd01f,21,155.43
2526704eb7f24f4a8b1c2487912baa17,21,152.93
91d4a97d4ded46ff8fd8a35e98471925,21,150.75
019be0c6f8fd4000b1967c7308b4bdf4,21,141.2
788db6a5814247e38bac0a3c0c56ec96,21,119.31
a79aa009c6f74b58b6918dd73e7bafd7,21,97.79
9719186ce75a4e1bab16678eaa81397a,21,92.32000000000001
1c79e428cf124617aad6f62c6cf496ba,21,89.84
83b27ffbd87341f1acb229d4f7983642,21,84.1
26597fda4cf64c70961450d5a5f515a3,21,83.66
6bb901d063a64c779320265b2aaeaee9,21,83.35
c15ed45a455d416daa0cb30aa7f8f9b1,21,82.21
0e881591e52e48c6bf80c9e02e6a2aa8,21,81.81
0c0af42e1e804ded94eb5d73dfffbb6f,21,80.92999999999999
d86d562ac40c482194fcd54999f82148,21,80.38
47e5786909ce4681a09655a8c04de607,21,78.48
cceb6bbb6211413c99ac07dc5519fb3b,21,78.01
d57fa2ef85d24235bf3860fe97c4ad08,21,77.53
416454937dd042e7b7b74b99535a74f4,21,77.48
46e3831f06254440a99bf4c371e378ff,21,77.04
e4087b3f387b47e38d58e920f779056b,21,76.8
60ce7058fd174a128b48371bd1dbd61b,21,74.27
e84de732891044a284ae13eed5a29a63,21,73.52
573b3ad921ad4f3e9a717210f461ea29,21,73.43
9f30b375d7bd4c62a884ffe7034e09ee,21,73.38
8be9ebed6d7d4b7b865e8e495e83b83d,21,72.37
9b57b7bc4ea24fc1a3d2f4760a141941,21,72.12
1a70d2330cbe4f6cb1eb1a8cc6e8b214,21,71.53
69a65bc782114db4be5a14baa823aba5,21,71.14999999999999
66e315fee08a48aa858187a93887b3cc,21,70.05
bdc18485441448439f1197858094e5e9,21,69.47
3c5e22dca5164b0ca1203e2ba2a31ca7,21,68.56
5a5bffb68f8d4527b532dbfb19da7d3f,21,68.50999999999999
6d66909ef05a413fb279cfd75160d284,21,67.91
69d148898a80483babb0f9b2f2cccf5a,21,67.52
8357d06bb1b54416ac7579127de07a7c,21,67.09
67fc25500b6b42fd923318fea3c136cb,21,66.78
53801ced6c2041d6a7264f07e12ed493,21,66.6
1852fd4c322746798b6128917e068aa7,21,66.47
c6d055b079a94d5599f3bfaa7666c7e6,21,65.73
3dacb18c17fe43a7893f2f241231e647,21,61.67
a93cb9e04f5a4ffa8beeb6e6a51333ca,21,61.19
19d4aa13259544d89c5bb381252c2f27,21,61.11
f31b98050fc44821be645f06fe784007,21,60.370000000000005
c1026690b6f14bdeb431557ae9ef855e,21,59.800000000000004
f62c31aa3c65443eac8b18800bfb6a8f,21,59.2
84bfaf462c614a21a2c916bbb5396796,21,58.45
af51e40269e14424a5f08ed86a4d6437,21,58.32
b914d62e1a024a63817296ee8edb84f5,21,57.97
479134f6760f4d69b5f368075ac1aca1,21,57.59
3a87f570d4d643c5bac694b2a830d252,21,57.36
1d3bcbc58d134bb492636485923aa49e,21,56.5
a68b9966964240caa919b0c08c201904,21,56.46
1a44317508de4e529c5f5e65b583a971,21,55.95
29429c50dbba41029257421ba4135139,21,55.87
6f9d1182f4054f4f871064b42a2d7f29,21,55.839999999999996
3b064d30a3ac42fc98f90021af70557e,21,55.61
79f083ca34ce4d27a37d98a5ceb83592,21,54.730000000000004
18a0d61beab64b218454834f068f3f52,21,54.69
db691240326b44d8bfa7b438c4c41982,21,53.63
e23d0189d573404e864a10ecd2817520,21,52.52
6aebaf984fd845acaad2aa4de51c362e,21,51.86
7bb31864f78149fdb3eb9d49d05b3b1c,21,51.7
c0280222ff80477a820bbf89c2e20b8a,21,51.58
f70e4e136db845fc8d9999a5c5941478,21,50.94
79416cb1e6274d2c9263fe3064283073,21,50.58
6c1a4e344d4b4215a07e2a3dfd655069,21,50.36
15f68a59b74546f892bd9f277c9a42ae,21,46.87
81df0ebb860a487ca63771b53d5a3375,21,46.53
df893f66c0bc47d288e62f4836925e4a,21,46.07
2ee4c9f11e4d4b34b7c038ec1f251148,21,43.03
9e2bfae4d1064d93968843fbdcbcc5be,21,42.53
18dc0436a2e546cb86fb4be6783ba79d,21,41.72
c6a5dadb37e54116a011cff0a1ac1e34,21,40.010000000000005
7e1fd7832b164d13ab29d1da3b72caf6,21,38.37
8b2aa1d1e2c8463c91d5d49b63f6821e,21,32.57
ec43b3b9502f4142949ba5f1d37aad62,21,29.97
8a776d222f174aa089866b2725721eec,20,714.9
c894971c9e414a358b84255199727636,20,700.47
80837e7715e14c8dbb9fafeb02575ab7,20,696.15
b53485486c7946fdb4bfb5230bb300e7,20,592.96
173b015909cc4dd5b74baaf3320a1646,20,561.0899999999999
e95e8899562f4cad8d53ed81367af82a,20,421.17
68f0b93fd7cc40c0bec906c13dd2ee4b,20,395.25
9f1250e13503459b961c2fc777d5d8c2,20,387.84
b3ad8755d0ac47faa6e9c10954fec6a4,20,378.95
f5b6da50d5f044448c3de0590e9cab29,20,373.3
d5f5fd09f88541658e616b46df7f6576,20,366.74
586b6d599e654e369c3d4690f0f3fc30,20,365.43
90afa41287144f5fab10fef8a7eb4fac,20,364.77
565001cd51f84213b39cc32402aa15a9,20,314.74
15bd287f8a4949b48719bc44cd8d7656,20,311.53
1dda4872e30d4539adee5a507065bf3e,20,311.24
0b46f27233cf4f56b5ed434eccf401aa,20,289.05
680c57ee0e6e46c49c1f701e4c371d0c,20,288.42
feed77a618d24d6dbd22913fc6601803,20,271.64
e020fbd77c5445d6be1d8fba3dea9934,20,270.94
d0ab05be7544435f935f13082b31ff0e,20,269.47
6cb26ad67f5e43ffb4f9b435d96f6615,20,267.36
0b1b8fa8117043b09e75518860f3ee8d,20,263.09
6654aee73c3b477da42ca1b585562e95,20,248.88
e5d9981344d64051ab8e2a2a466d146b,20,245.44
5ccc9ec750834277812d9a81d44debb7,20,244.53
34ac11b8099c4b248979bae48616b3c2,20,242.35999999999999
2ba2a88be5b349769ce3d3d411064075,20,238.88
c67954e658564adc918c8d086f09082b,20,221.01
c36979028fb641848997b28b35b1e0ce,20,218.82999999999998
4865d53b473d4f72a8198a1ccd59c230,20,212.71
9b4b02ab6a744385ae6007e4c95099cc,20,201.12
397e33ebb12e4a3aa1e8ec840c84d104,20,200.08
00e20b4ca129458aaab0f4727ef3513a,20,191.54999999999998
b5a19a184eb04c08a7c92804a88a4cf6,20,191.26
d16c6242ffe54e038b26bb71d70c6e5a,20,187.98
c019e0e0d9a14d0fbdeff01a55f50fcd,20,185.02
9c1c85ddf82448e58ef49e6dcd0e59a6,20,175.84
f900feb23c6949d1aa3e2c6c3cc5c7e5,20,168.65
d83cd73288d34f7d894d1d4ce23dd3a5,20,164.87
4e7d4faae08241dabb6d2c1b6857830c,20,156.03
90ed420d955b43d39508069c1407c4eb,20,155.42000000000002
03c0b69b3db24c70bba1622bc8dd8459,20,147.05
135b0e8d3c7c4440be4ebca74ea9fb84,20,124.67
677605ce51a948d4ba74fa54229119e4,20,107.49
a155c47e0f8b40efa3ff1f16112f8f68,20,104.45
9293e60990864e08960b727a8897ea5f,20,92.34
8a61b3953f244ff1aecd5ea5e48ac74d,20,88.03
3579056d94644a9481e05012b48fe252,20,80.95
f83b114b7dfa42949a191b90a2fd61a2,20,80.64
d53a02508eaf430596a0748a60f6a520,20,80.44
46cae479b56c479597ff23bbcdc95693,20,80.04
883df6ab4b364bbd85c2373430e12c7e,20,80.03999999999999
ba8457f994234f27bb0703e60518ba26,20,79.67
ab1d3eaeba2f46ff8253951c26994cdb,20,79.29
1b24e887d980450497b631d8756128e6,20,78.31
b4e0faec308c46c196235fdc0b0821f8,20,77.53
1f01b421fdb14346ba1efa9a8884d3d0,20,77.46000000000001
d03e159b7fbd4da9a87fd265f02720a0,20,76.92
2c69dce992ea45a583a47b0f25386bab,20,76.23
45f2ec3384a8485c83d874637fd14852,20,76.21000000000001
1eeb590787164a088942327775c335e4,20,76.09
f44b44b53c0548d5b27c812fda4c358a,20,75.96000000000001
2f72bdccc4644c9f822995ba69ecf312,20,75.52
45c001285cb7499e8fb0b61feba3ebac,20,75.49
33e4e9352ea04b559e0d0a210642ecb3,20,75.48
fedb5f5377d04da98b101218c60b15bf,20,74.73
44053ee4929b4070943b71698b5d8b9c,20,73.33
1e31fe91b54e41f98c146158fe404f1f,20,72.97
23d166014997487fa0a937ba68e140ea,20,70.67
e1ebace31de14ee086f3080df454a37a,20,70.21000000000001
bc8244e584fb4f06a55201e47b9c4664,20,69.98
013094309e1b49e095c098df412d125d,20,69.18
74fcd98b46fc47cba9423e23ce0b294f,20,68.68
fac959096aa4492db3b1114bc6f2cd27,20,68.47
f72327395f2e4332a539ab5c18700ac9,20,68.09
3c765494acae43d48f69cc29794dfa1a,20,67.8
